rank,lemma,pos,count
11372,invitastar,VERB,5
11373,neumonía,NOUN,5
11374,sírvete,PROPN,5
11375,tom,VERB,5
11376,sentimental,ADJ,5
11377,poker,NOUN,5
11378,pomelo,NOUN,5
11379,falta,PROPN,5
11380,mirarte,ADJ,5
11381,tejas,PROPN,5
11382,prestaré,VERB,5
11383,vinagre,PROPN,5
11384,arnold,PROPN,5
11385,chiflado,ADJ,5
11386,telégrafo,NOUN,5
11387,orina,PROPN,5
11388,conformar,VERB,5
11389,oriente,NOUN,5
11390,convertirme,VERB,5
11391,mantente,ADJ,5
11392,bordar,VERB,5
11393,fingí,PROPN,5
11394,joan,PROPN,5
11395,juega,ADJ,5
11396,uno,PROPN,5
11397,usen,VERB,5
11398,virgen,ADJ,5
11399,preocuparte,NOUN,5
11400,atrapa,PROPN,5
11401,magnífico,NOUN,5
11402,adopción,NOUN,5
11403,ketchup,NOUN,5
11404,trocito,NOUN,5
11405,unierar,VERB,5
11406,ciegas,NOUN,5
11407,bailar,PROPN,5
11408,seré,PRON,5
11409,duras,NOUN,5
11410,pare,PROPN,5
11411,apoderar,VERB,5
11412,matriz,NOUN,5
11413,conduz,ADJ,5
11414,deprimente,ADJ,5
11415,acercamiento,NOUN,5
11416,tocino,NOUN,5
11417,antojar,VERB,5
11418,fertilizante,NOUN,5
11419,presuntuoso,ADJ,5
11420,mafia,NOUN,5
11421,rojo,PROPN,5
11422,cupón,NOUN,5
11423,chomba,NOUN,5
11424,portador,ADJ,5
11425,desayunastir,VERB,5
11426,corpiño,NOUN,5
11427,paren,PROPN,5
11428,enchufe,PROPN,5
11429,escuchaste,NOUN,5
11430,poneo,NOUN,5
11431,primero,PROPN,5
11432,destruer,VERB,5
11433,indiscreto,ADJ,5
11434,doncella,NOUN,5
11435,tenar,VERB,5
11436,escaso,NOUN,5
11437,exclamación,NOUN,5
11438,contestación,NOUN,5
11439,malcriado,ADJ,5
11440,trajiste,NOUN,5
11441,contrario,INTJ,5
11442,teja,NOUN,5
11443,arrodillado,ADJ,5
11444,admirar él,VERB,5
11445,posteriori,NOUN,5
11446,motel,NOUN,5
11447,buen,NOUN,5
11448,necesitan,PROPN,5
11449,dislocar,VERB,5
11450,adivinir,VERB,5
11451,sueltser,VERB,5
11452,suelt,ADJ,5
11453,activista,NOUN,5
11454,martin,PROPN,5
11455,fontanero,NOUN,5
11456,academia,PROPN,5
11457,comando,NOUN,5
11458,furgoneta,NOUN,5
11459,hincapié,NOUN,5
11460,entendería,NOUN,5
11461,niebla,PROPN,5
11462,estático,ADJ,5
11463,permiso,PROPN,5
11464,atrevido,ADJ,5
11465,siniestro,ADJ,5
11466,hazlo,NOUN,5
11467,deliberar,VERB,5
11468,socialista,NOUN,5
11469,dol,VERB,5
11470,legible,ADJ,5
11471,china,NOUN,5
11472,margarita,NOUN,5
11473,estuche,NOUN,5
11474,desvestir,VERB,5
11475,burlarte,NOUN,5
11476,déjelir,VERB,5
11477,déjemir,AUX,5
11478,abejorro,NOUN,5
11479,parrilla,NOUN,5
11480,esloveno,NOUN,5
11481,par,ADJ,5
11482,mochilo,ADJ,5
11483,fui,NOUN,5
11484,quejaro,NOUN,5
11485,descartes,PROPN,5
11486,palmera,NOUN,5
11487,ciruelo,NOUN,5
11488,depredador,NOUN,5
11489,absolver,VERB,5
11490,calumnia,NOUN,5
11491,manual,NOUN,5
11492,planeas,VERB,5
11493,joroba,NOUN,5
11494,olvidar tú,VERB,5
11495,profundizar,VERB,5
11496,inversor,NOUN,5
11497,galés,NOUN,5
11498,checa,PROPN,5
11499,vodka,VERB,5
11500,reir,NOUN,5
11501,elijo,VERB,5
11502,parcela,NOUN,5
11503,mayordomo,NOUN,5
11504,ensamblar,VERB,5
11505,chatarra,NOUN,5
11506,cocinar él,VERB,5
11507,rin,PROPN,5
11508,lograrás,VERB,5
11509,mateo,PROPN,5
11510,canto,PROPN,5
11511,concuerdar,VERB,5
11512,conduje,PROPN,5
11513,agrícola,ADJ,5
11514,tuya,PUNCT,5
11515,bebistir,VERB,5
11516,ministra,NOUN,5
11517,oriental,PROPN,5
11518,guay,ADJ,5
11519,tel,PROPN,5
11520,aviv,PROPN,5
11521,sea,AUX,5
11522,romance,NOUN,5
11523,sobrestimar,VERB,5
11524,condescendiente,ADV,5
11525,milenio,NOUN,5
11526,dejá,NOUN,5
11527,duchar él,VERB,5
11528,nocivo,ADJ,5
11529,anoréxico,ADJ,5
11530,patato,ADJ,5
11531,añadir él,VERB,5
11532,trajimos,VERB,5
11533,caballería,NOUN,5
11534,suerte,INTJ,5
11535,cerrojo,NOUN,5
11536,machista,ADJ,5
11537,v,NOUN,5
11538,ajedrez,VERB,5
11539,ilegible,ADJ,5
11540,centenar,NOUN,5
11541,aguacero,NOUN,5
11542,insensato,ADJ,5
11543,huerta,NOUN,5
11544,empatar,VERB,5
11545,aprendimos,VERB,5
11546,alza,NOUN,5
11547,rick,PROPN,5
11548,emoticono,NOUN,5
11549,operario,NOUN,5
11550,opino,PROPN,5
11551,gestionar,VERB,5
11552,informar él,VERB,5
11553,matarar,VERB,5
11554,todopoderoso,ADJ,5
11555,conocerlo,NOUN,5
11556,crecí,NOUN,5
11557,solemne,ADJ,5
11558,parastar,VERB,5
11559,flor,ADJ,5
11560,albania,PROPN,5
11561,quítense,VERB,5
11562,clítoris,NOUN,5
11563,pegadizar,VERB,5
11564,petersburgo,PROPN,5
11565,little,PROPN,5
11566,solucionar él,VERB,5
11567,veinticinco,ADJ,5
11568,porcelán,ADJ,5
11569,fuera,ADJ,5
11570,enseña,ADJ,5
11571,duerm,NOUN,5
11572,vagabundo,VERB,5
11573,petrificado,ADJ,5
11574,ba él,VERB,5
11575,noruego,NOUN,5
11576,pasar tú,VERB,5
11577,miréis,VERB,5
11578,super,NOUN,5
11579,idiomar,VERB,5
11580,moriré,NOUN,5
11581,acá,NOUN,5
11582,vos,NOUN,5
11583,pizza,ADJ,5
11584,gente,PROPN,5
11585,azotea,NOUN,5
11586,denme,PROPN,5
11587,green,PROPN,5
11588,recuerdos,PRON,5
11589,llamarar,VERB,5
11590,esperás,VERB,5
11591,cogeré,PROPN,5
11592,realizar él,VERB,5
11593,parecés,VERB,5
11594,tenéi,ADJ,5
11595,perdimo,NOUN,5
11596,aber,VERB,5
11597,lastimar él,VERB,5
11598,baje,PROPN,5
11599,anticipar,VERB,5
11600,catedrático,NOUN,5
11601,quijote,PROPN,5
11602,caudal,NOUN,5
11603,atentado,NOUN,5
11604,censura,NOUN,5
11605,obrar,VERB,5
11606,balbucear,VERB,5
11607,descuida,PROPN,5
11608,enredar,VERB,5
11609,batallón,NOUN,5
11610,saldré,NOUN,5
11611,juguetón,NOUN,5
11612,costura,NOUN,5
11613,llano,ADJ,5
11614,hocico,NOUN,5
11615,inundado,ADJ,5
11616,duermo,NOUN,5
11617,confuso,NOUN,5
11618,ganga,NOUN,5
11619,sentate,PROPN,5
11620,arrullar,VERB,5
11621,pro,NOUN,5
11622,castor,NOUN,5
11623,rugido,NOUN,5
11624,música,PROPN,5
11625,serví,VERB,5
11626,autoayuda,NOUN,5
11627,corro,NOUN,5
11628,madriguera,NOUN,5
11629,gauchada,NOUN,5
11630,angustiado,ADJ,5
11631,forjar,VERB,5
11632,inmobiliario,ADJ,5
11633,polígono,NOUN,5
11634,heather,PROPN,5
11635,entendía,NOUN,5
11636,asentir,VERB,5
11637,trater,VERB,5
11638,expresar yo,VERB,5
11639,zamboanga,PROPN,5
11640,gringo,NOUN,5
11641,luto,NOUN,5
11642,aguacate,NOUN,5
11643,jeringa,NOUN,5
11644,hacerte,AUX,5
11645,guinea,PROPN,5
11646,mecedora,NOUN,5
11647,ponete,PROPN,5
11648,acumulación,NOUN,5
11649,centauri,PROPN,5
11650,dobla,PROPN,5
11651,uigur,ADJ,5
11652,entierro,NOUN,5
11653,productividad,NOUN,5
11654,eufemismo,NOUN,5
11655,gominola,NOUN,5
11656,acidez,NOUN,5
11657,extremidad,NOUN,5
11658,chela,NOUN,5
11659,engañaste,VERB,5
11660,chipre,PROPN,5
11661,hago,VERB,5
11662,bailo,NOUN,5
11663,ser,PROPN,5
11664,mirad,VERB,5
11665,ahorita,ADJ,5
11666,fuistir,AUX,5
11667,ondulado,ADJ,5
11668,alcoholismo,NOUN,5
11669,despertado,ADJ,5
11670,improvisación,NOUN,5
11671,apesta,NOUN,5
11672,tokyo,PROPN,5
11673,sobresalir,VERB,5
11674,díganle,PROPN,5
11675,albedrío,NOUN,5
11676,champiñón,NOUN,5
11677,chorrear,VERB,5
11678,astuta,NOUN,5
11679,ok,NOUN,5
11680,tomad,VERB,5
11681,vayan,PROPN,5
11682,pubertad,NOUN,5
11683,nieto,ADJ,5
11684,camioneta,NOUN,5
11685,tomarar,VERB,5
11686,vente,PROPN,5
11687,arete,NOUN,5
11688,perro,ADJ,5
11689,idealista,ADJ,5
11690,síntesis,NOUN,5
11691,reembolso,NOUN,5
11692,unirte,VERB,5
11693,avidez,NOUN,5
11694,utilizo,PROPN,5
11695,miope,NOUN,5
11696,liszt,PROPN,5
11697,reliquia,NOUN,5
11698,prometiste,PROPN,5
11699,glenn,PROPN,5
11700,casita,NOUN,5
11701,cardiólogo,NOUN,5
11702,desabrigado,ADJ,5
11703,devastador,ADJ,5
11704,cantina,NOUN,5
11705,grité,PROPN,5
11706,báscula,NOUN,5
11707,careta,NOUN,5
11708,charca,NOUN,5
11709,puzzle,NOUN,5
11710,granada,PROPN,5
11711,contagio,NOUN,5
11712,gustas,PROPN,5
11713,caballa,NOUN,5
11714,manía,NOUN,5
11715,quitser,VERB,5
11716,flequillo,NOUN,5
11717,mirá,PROPN,5
11718,mir él,VERB,5
11719,legumbr,NOUN,5
11720,aguante,NOUN,5
11721,chillido,NOUN,5
11722,sofocante,ADJ,5
11723,armiño,NOUN,5
11724,enfadar yo,VERB,5
11725,llorés,ADJ,5
11726,sureño,ADJ,5
11727,vivirer,VERB,5
11728,navidades,PROPN,5
11729,paracaída,NOUN,5
11730,vientre,NOUN,5
11731,clara,NOUN,5
11732,equivoquser,VERB,5
11733,conocíar,VERB,5
11734,acumulado,ADJ,5
11735,contundente,ADJ,5
11736,juerga,NOUN,5
11737,rallado,ADJ,5
11738,vello,NOUN,5
11739,posta,NOUN,5
11740,pastelero,ADJ,5
11741,parad,PROPN,5
11742,dales,PROPN,5
11743,contracción,NOUN,5
11744,vendaje,NOUN,5
11745,tientas,NOUN,5
11746,ron,NOUN,5
11747,petunia,PROPN,5
11748,castellano,NOUN,5
11749,silbido,NOUN,5
11750,isla,PROPN,5
11751,intimidad,NOUN,5
11752,estimulante,ADJ,5
11753,explicármelo,NOUN,5
11754,collar,ADJ,5
11755,autista,ADJ,5
11756,ácaro,NOUN,5
11757,cláusula,NOUN,5
11758,carrito,NOUN,5
11759,tran,NOUN,5
11760,palta,NOUN,5
11761,alero,NOUN,5
11762,asentamiento,NOUN,5
11763,confort,NOUN,5
11764,necesitabar,VERB,5
11765,creíste,PROPN,5
11766,manzanilla,NOUN,5
11767,confinamiento,NOUN,5
11768,elegid,PROPN,5
11769,medicinal,ADJ,5
11770,caldera,NOUN,5
11771,ayud,NOUN,5
11772,budapest,PROPN,5
11773,incumplir,VERB,5
11774,bajarer,VERB,5
11775,lenteja,NOUN,5
11776,ápice,NOUN,5
11777,manglar,NOUN,5
11778,albanés,ADJ,5
11779,palestino,ADJ,5
11780,hormiguero,PROPN,5
11781,zanahorio,ADJ,5
11782,emma,PROPN,5
11783,grita,PROPN,5
11784,hicisteis,NOUN,5
11785,memorizado,ADJ,5
11786,porra,NOUN,5
11787,mola,PROPN,5
11788,traductora,NOUN,5
11789,pudor,NOUN,5
11790,dejen,VERB,5
11791,envoltorio,NOUN,5
11792,crustáceo,NOUN,5
11793,animal,PROPN,5
11794,anarquista,ADJ,5
11795,minúscula,NOUN,5
11796,salvado,ADJ,5
11797,volverás,NOUN,5
11798,embalse,NOUN,5
11799,coliflor,NOUN,5
11800,elle,ADJ,5
11801,abominación,NOUN,5
11802,reportaje,NOUN,5
11803,philidor,PROPN,5
11804,garry,PROPN,5
11805,campeón,PROPN,5
11806,mote,NOUN,5
11807,evangelio,NOUN,5
11808,instagram,PROPN,5
11809,concertar,VERB,5
11810,neerlandés,ADJ,5
11811,desmantelar él,VERB,5
11812,ariel,PROPN,5
11813,galáctico,ADJ,5
11814,aprended,PROPN,5
11815,protésico,ADJ,5
11816,innoble,ADJ,5
11817,brusquedad,NOUN,5
11818,eugenio,PROPN,5
11819,papelera,NOUN,5
11820,horizontal,NOUN,5
11821,vacunado,ADJ,5
11822,wikcionario,PROPN,5
11823,fide,PROPN,5
11824,refuerzo,ADJ,5
11825,patrullar,VERB,5
11826,gacha,NOUN,5
11827,kazán,PROPN,5
11828,rover,NOUN,5
11829,parra,PROPN,5
11830,curioso,NOUN,5
11831,verbalmente,ADV,5
11832,liren,PROPN,5
11833,flavio,PROPN,5
11834,damiano,PROPN,5
11835,acompañé,PROPN,5
11836,semántico,ADJ,5
11837,silabario,ADJ,5
11838,acróbata,ADJ,5
11839,espumillón,NOUN,5
11840,gano,PROPN,4
11841,considera,NOUN,4
11842,íntir,VERB,4
11843,malvavisco,NOUN,4
11844,vendriar,VERB,4
11845,lamenta,NOUN,4
11846,cuándo,INTJ,4
11847,volverás,ADV,4
11848,vértigo,NOUN,4
11849,ansiar,VERB,4
11850,interjección,NOUN,4
11851,sonríe,PROPN,4
11852,lasaña,NOUN,4
11853,enviaste,VERB,4
11854,pragmático,ADJ,4
11855,contraseño,ADJ,4
11856,dígano,NOUN,4
11857,cole,PROPN,4
11858,merecido,ADJ,4
11859,viudo,NOUN,4
11860,protector,NOUN,4
11861,quicio,PROPN,4
11862,cuelguir,VERB,4
11863,pretexto,NOUN,4
11864,apañé,PROPN,4
11865,expliquer,VERB,4
11866,cumplirar,VERB,4
11867,reprendir,VERB,4
11868,pagué,VERB,4
11869,listo,PROPN,4
11870,intencionado,ADJ,4
11871,alguno,ADJ,4
11872,cuidarás,PROPN,4
11873,beisbol,NOUN,4
11874,sumergido,ADJ,4
11875,inauguración,NOUN,4
11876,tropecer,VERB,4
11877,nagasaki,PROPN,4
11878,convencí,NOUN,4
11879,lluviós,ADJ,4
11880,disminución,NOUN,4
11881,consecuente,ADJ,4
11882,torrencial,ADJ,4
11883,adivino,NOUN,4
11884,guam,PROPN,4
11885,pasarme,VERB,4
11886,sidney,PROPN,4
11887,barbería,NOUN,4
11888,fracasé,PROPN,4
11889,salvir,VERB,4
11890,abristar,VERB,4
11891,avenida,PROPN,4
11892,diga,ADJ,4
11893,cer,VERB,4
11894,debut,NOUN,4
11895,endurecer,VERB,4
11896,rosal,NOUN,4
11897,enfurecir,VERB,4
11898,imprevisto,ADJ,4
11899,veámono,ADJ,4
11900,shinano,PROPN,4
11901,estudiar,PROPN,4
11902,devuélvelir,VERB,4
11903,trabaja,NOUN,4
11904,sencillez,NOUN,4
11905,estudié,DET,4
11906,helada,NOUN,4
11907,saltar él,VERB,4
11908,dudo,VERB,4
11909,contártelo,NOUN,4
11910,hacerme,VERB,4
11911,adulta,NOUN,4
11912,gelatina,NOUN,4
11913,ciclismo,NOUN,4
11914,operar él,VERB,4
11915,presto,VERB,4
11916,ordena,PROPN,4
11917,álgebra,NOUN,4
11918,timidez,NOUN,4
11919,kaoru,PROPN,4
11920,transfusión,NOUN,4
11921,janet,PROPN,4
11922,franco,PROPN,4
11923,compilar,VERB,4
11924,desarrollador,NOUN,4
11925,plaza,PROPN,4
11926,bondadós,ADJ,4
11927,cordial,ADJ,4
11928,suscriptor,NOUN,4
11929,timmy,PROPN,4
11930,feriado,ADJ,4
11931,mentiste,VERB,4
11932,aldeano,NOUN,4
11933,habana,PROPN,4
11934,regresastir,VERB,4
11935,pensativo,ADJ,4
11936,casarer,VERB,4
11937,buena,PROPN,4
11938,enséñamelo,PROPN,4
11939,cuente,PROPN,4
11940,anchoas,NOUN,4
11941,pinchazo,NOUN,4
11942,lavaplato,NOUN,4
11943,indicar yo,VERB,4
11944,limpiaste,PROPN,4
11945,cari,NOUN,4
11946,serpient,ADJ,4
11947,renacimiento,NOUN,4
11948,pronóstico,ADJ,4
11949,pirineos,PROPN,4
11950,crudo,NOUN,4
11951,despiértame,PROPN,4
11952,medicín,ADJ,4
11953,cuestir,VERB,4
11954,oyerar,VERB,4
11955,sello,ADJ,4
11956,seguiré,PROPN,4
11957,quito,VERB,4
11958,cucharadita,NOUN,4
11959,enseño,NOUN,4
11960,llever,VERB,4
11961,creas,VERB,4
11962,madruga,PROPN,4
11963,caviar,VERB,4
11964,ichiro,PROPN,4
11965,bandada,NOUN,4
11966,pepperberg,PROPN,4
11967,verlo,NOUN,4
11968,ascensor,ADJ,4
11969,prado,PROPN,4
11970,repugnar,VERB,4
11971,pasajero,ADJ,4
11972,arrugar,VERB,4
11973,archipiélago,NOUN,4
11974,peluqueer,VERB,4
11975,adónde,PROPN,4
11976,firme,PROPN,4
11977,mar,VERB,4
11978,alto,INTJ,4
11979,brevemente,ADV,4
11980,sólido,NOUN,4
11981,tarto,ADJ,4
11982,tazón,PROPN,4
11983,museo,PROPN,4
11984,rosar,VERB,4
11985,ave,PROPN,4
11986,polideportivo,NOUN,4
11987,canoso,ADJ,4
11988,livián,ADJ,4
11989,eche,PROPN,4
11990,cumplo,PROPN,4
11991,cumpleaño,ADJ,4
11992,trabajastir,VERB,4
11993,lávense,PROPN,4
11994,vendemo,ADJ,4
11995,divisa,NOUN,4
11996,decepcionser,VERB,4
11997,dividir él,VERB,4
11998,aprendes,PROPN,4
11999,expiatorio,NOUN,4
12000,louvre,PROPN,4
12001,despedí,VERB,4
12002,descenso,NOUN,4
12003,hacerte,VERB,4
12004,antebrazo,NOUN,4
12005,dormiste,VERB,4
12006,quitarte,VERB,4
12007,computación,NOUN,4
12008,otoñal,VERB,4
12009,voter,VERB,4
12010,extrañamente,ADV,4
12011,horror,PROPN,4
12012,casastir,VERB,4
12013,ídolo,NOUN,4
12014,zuckerberg,PROPN,4
12015,policíaca,ADJ,4
12016,amas,VERB,4
12017,usamos,AUX,4
12018,graham,PROPN,4
12019,oístar,VERB,4
12020,tortita,NOUN,4
12021,tornado,NOUN,4
12022,veneno,ADJ,4
12023,hazle,PROPN,4
12024,rie,PROPN,4
12025,hicir,AUX,4
12026,bond,PROPN,4
12027,angelito,NOUN,4
12028,tatarabuelo,NOUN,4
12029,observador,NOUN,4
12030,estabais,NOUN,4
12031,brasilia,PROPN,4
12032,mencionser,VERB,4
12033,ventana,PROPN,4
12034,correr,PROPN,4
12035,oftalmólogo,NOUN,4
12036,pásamar,VERB,4
12037,pulpo,PROPN,4
12038,galopar,VERB,4
12039,rechazastir,VERB,4
12040,tatoeba,NOUN,4
12041,convencer yo,VERB,4
12042,tuyas,VERB,4
12043,entrometer él,VERB,4
12044,posada,NOUN,4
12045,cogierar,VERB,4
12046,pago,PROPN,4
12047,elisa,PROPN,4
12048,grace,PROPN,4
12049,tortazo,NOUN,4
12050,ríe,PROPN,4
12051,lavé,PROPN,4
12052,takeshi,PROPN,4
12053,piropo,NOUN,4
12054,laico,ADJ,4
12055,tendré,DET,4
12056,degas,PROPN,4
12057,capitalista,NOUN,4
12058,pregúntelir,VERB,4
12059,protocolo,NOUN,4
12060,sílar,VERB,4
12061,conocí,PROPN,4
12062,guardián,PROPN,4
12063,triángulo,PROPN,4
12064,aponer,VERB,4
12065,inanición,NOUN,4
12066,conducimos,VERB,4
12067,empiezo,PROPN,4
12068,hablara,NOUN,4
12069,visitarer,VERB,4
12070,lavaos,PROPN,4
12071,enviado,ADJ,4
12072,esforzartir,VERB,4
12073,indignación,NOUN,4
12074,meollo,NOUN,4
12075,uigur,PROPN,4
12076,repetidamente,ADV,4
12077,fierro,NOUN,4
12078,documentación,NOUN,4
12079,arbitrario,ADJ,4
12080,honra,NOUN,4
12081,públicamente,ADV,4
12082,medusa,PROPN,4
12083,jurídico,ADJ,4
12084,desayuna,NOUN,4
12085,desayuna,DET,4
12086,palíndromo,NOUN,4
12087,eficiencia,NOUN,4
12088,citado,ADJ,4
12089,extrañé,VERB,4
12090,porcelana,NOUN,4
12091,partirer,VERB,4
12092,estrago,NOUN,4
12093,duplicado,ADJ,4
12094,maya,PROPN,4
12095,rastra,NOUN,4
12096,peso,PROPN,4
12097,discernir,VERB,4
12098,esforzar él,VERB,4
12099,retratar,VERB,4
12100,drácula,PROPN,4
12101,palabras,NOUN,4
12102,checar,VERB,4
12103,hudson,PROPN,4
12104,tienes,NOUN,4
12105,vuestros,PROPN,4
12106,censo,NOUN,4
12107,novia,PROPN,4
12108,olvider,AUX,4
12109,remodelar,VERB,4
12110,acostumbro,VERB,4
12111,enséñeme,VERB,4
12112,confesé,PROPN,4
12113,acostastar,VERB,4
12114,fallecimiento,NOUN,4
12115,complete,PROPN,4
12116,enamorarte,VERB,4
12117,coronar,VERB,4
12118,típicamente,ADV,4
12119,saber,PROPN,4
12120,hierro,PROPN,4
12121,vámonos,PROPN,4
12122,exagerado,ADJ,4
12123,sayoko,PROPN,4
12124,er,ADJ,4
12125,aullido,NOUN,4
12126,oírme,VERB,4
12127,esperser,VERB,4
12128,hotel,PROPN,4
12129,mienta,ADJ,4
12130,supresión,NOUN,4
12131,proclamado,ADJ,4
12132,disfrute,NOUN,4
12133,exigencia,NOUN,4
12134,elemental,ADJ,4
12135,romo,ADJ,4
12136,asimismo,ADV,4
12137,celebrar él,VERB,4
12138,invocar,VERB,4
12139,persecución,NOUN,4
12140,brindemos,PROPN,4
12141,lgbt,PROPN,4
12142,vocal,ADJ,4
12143,angeles,PROPN,4
12144,dar tú,VERB,4
12145,recelo,NOUN,4
12146,rock,ADJ,4
12147,maradona,PROPN,4
12148,credo,NOUN,4
12149,mantis,PROPN,4
12150,pirata,ADJ,4
12151,estrofa,NOUN,4
12152,doctor,ADJ,4
12153,vibración,NOUN,4
12154,carguir,VERB,4
12155,despegue,NOUN,4
12156,adictos,VERB,4
12157,verás,PROPN,4
12158,sucursal,NOUN,4
12159,banco,PROPN,4
12160,innato,ADJ,4
12161,hablabai,NOUN,4
12162,podríais,PROPN,4
12163,pancho,NOUN,4
12164,descarado,ADJ,4
12165,vivistar,VERB,4
12166,matutino,ADJ,4
12167,artes,NOUN,4
12168,marciales,NOUN,4
12169,obsesivo,ADJ,4
12170,acostumbra,ADJ,4
12171,agua,PROPN,4
12172,fastidiar yo,VERB,4
12173,despachar,VERB,4
12174,representación,NOUN,4
12175,eduardo,PROPN,4
12176,patterson,PROPN,4
12177,hectárea,NOUN,4
12178,cosas,PROPN,4
12179,cena,ADJ,4
12180,alister,PROPN,4
12181,decrecir,VERB,4
12182,hoyuelo,NOUN,4
12183,démonos,PROPN,4
12184,objetar,VERB,4
12185,anotación,NOUN,4
12186,cuántos,PROPN,4
12187,oírte,NOUN,4
12188,noto,ADJ,4
12189,llegarar,VERB,4
12190,usamos,VERB,4
12191,manija,NOUN,4
12192,pimiento,ADJ,4
12193,violonchelo,NOUN,4
12194,alquilamos,VERB,4
12195,venga,ADJ,4
12196,enigmático,ADJ,4
12197,dámelo,PROPN,4
12198,ewing,PROPN,4
12199,dejé,PROPN,4
12200,soneto,NOUN,4
12201,tímir,VERB,4
12202,jennifer,PROPN,4
12203,préstame,PROPN,4
12204,firefox,PROPN,4
12205,medusa,NOUN,4
12206,calza,NOUN,4
12207,tormentós,ADJ,4
12208,mozo,PROPN,4
12209,enviarme,VERB,4
12210,interlingua,PROPN,4
12211,invasión,NOUN,4
12212,parlanchín,ADJ,4
12213,explícito,ADJ,4
12214,mandatario,NOUN,4
12215,deportivo,NOUN,4
12216,rechinar,VERB,4
12217,desinflado,ADJ,4
12218,conmemorar,VERB,4
12219,caníbal,NOUN,4
12220,despenalizar,VERB,4
12221,explicariar,VERB,4
12222,robar él,VERB,4
12223,entumecido,ADJ,4
12224,intimidado,ADJ,4
12225,dominar él,VERB,4
12226,occidental,PROPN,4
12227,ligar,VERB,4
12228,postergar,VERB,4
12229,camarada,NOUN,4
12230,turner,PROPN,4
12231,alcanzado,ADJ,4
12232,perfeccionar,VERB,4
12233,creíar,VERB,4
12234,esmoquin,NOUN,4
12235,alucinante,ADV,4
12236,criterio,NOUN,4
12237,revisa,PROPN,4
12238,chavo,NOUN,4
12239,reier,VERB,4
12240,disfruta,NOUN,4
12241,aparador,NOUN,4
12242,puro,NOUN,4
12243,cubano,ADJ,4
12244,entero,NOUN,4
12245,quedé,VERB,4
12246,trombón,NOUN,4
12247,grogui,PROPN,4
12248,pir,VERB,4
12249,discreción,NOUN,4
12250,profesor,PROPN,4
12251,grapadora,NOUN,4
12252,tentadoro,ADJ,4
12253,seisciento,NOUN,4
12254,doscienta,NOUN,4
12255,contrater,VERB,4
12256,enfrentar yo,VERB,4
12257,precisar,VERB,4
12258,encienda,VERB,4
12259,folio,NOUN,4
12260,quito,PROPN,4
12261,virginidad,NOUN,4
12262,ray,PROPN,4
12263,muéstremir,VERB,4
12264,previsible,ADJ,4
12265,cuéntano,NOUN,4
12266,medioambiental,ADJ,4
12267,abotonar,VERB,4
12268,estimo,ADJ,4
12269,comprarte,NOUN,4
12270,tómese,VERB,4
12271,abras,VERB,4
12272,honesto,VERB,4
12273,cardiovascular,ADJ,4
12274,extrañir,VERB,4
12275,consolación,NOUN,4
12276,inhalar,VERB,4
12277,viera,NOUN,4
12278,manojo,NOUN,4
12279,salsar,VERB,4
12280,llenar él,VERB,4
12281,ampol él,VERB,4
12282,cogido,ADJ,4
12283,monociclo,NOUN,4
12284,temeroso,ADJ,4
12285,trepó,VERB,4
12286,matrícula,NOUN,4
12287,prescripción,NOUN,4
12288,novillo,ADJ,4
12289,retiro,PROPN,4
12290,embarque,NOUN,4
12291,perra,PROPN,4
12292,escríbeme,PROPN,4
12293,lava,ADJ,4
12294,mierdo,ADJ,4
12295,pureza,NOUN,4
12296,llegara,ADJ,4
12297,yumiko,PROPN,4
12298,buscabas,VERB,4
12299,periodismo,NOUN,4
12300,despreciser,VERB,4
12301,nigeria,PROPN,4
12302,resentimiento,NOUN,4
12303,aeropuerto,PROPN,4
12304,agregue,PROPN,4
12305,agrupar,VERB,4
12306,bail,ADJ,4
12307,interconectado,ADJ,4
12308,islandés,NOUN,4
12309,suajili,NOUN,4
12310,riquísimo,ADJ,4
12311,devolví,PROPN,4
12312,importantísimo,ADJ,4
12313,horóscopo,NOUN,4
12314,enfadir,VERB,4
12315,confeccionar,VERB,4
12316,pintoresco,ADJ,4
12317,santos,PROPN,4
12318,crédulo,ADJ,4
12319,you,PROPN,4
12320,sabrar,VERB,4
12321,rasurar,VERB,4
12322,amasar,VERB,4
12323,fotografiar,VERB,4
12324,xenofobia,NOUN,4
12325,suscitar,VERB,4
12326,controversia,NOUN,4
12327,adorno,NOUN,4
12328,aromático,ADJ,4
12329,masao,PROPN,4
12330,seriedad,NOUN,4
12331,constituido,ADJ,4
12332,bruce,PROPN,4
12333,fingía,NOUN,4
12334,ecología,NOUN,4
12335,deberás,AUX,4
12336,consigo,VERB,4
12337,tenor,NOUN,4
12338,rienda,NOUN,4
12339,equipar,VERB,4
12340,borges,PROPN,4
12341,viniera,NOUN,4
12342,raspó,VERB,4
12343,ser él,VERB,4
12344,diría,NOUN,4
12345,escribirte,NOUN,4
12346,hablen,PROPN,4
12347,infame,ADJ,4
12348,prestarte,VERB,4
12349,nubes,PROPN,4
12350,narrar,VERB,4
12351,gasto,PROPN,4
12352,depresión,PROPN,4
12353,regadera,NOUN,4
12354,buscó,PROPN,4
12355,despedirte,NOUN,4
12356,incompetent,ADJ,4
12357,comamos,PROPN,4
12358,complicación,NOUN,4
12359,subasta,NOUN,4
12360,repacer,VERB,4
